date,ticker,side,price,shares,reason
2011-01-31,HBOR3.SA,SELL,13.617804527282717,4326,REBAL_DROP
2011-01-31,EGIE3.SA,SELL,9.105422973632812,5797,REBAL_DROP
2011-01-31,BRAP3.SA,BUY,3.969847440719605,13027,REBAL_ADD
2011-01-31,TPIS3.SA,BUY,25.5633544921875,2023,REBAL_ADD
2011-01-31,VALE3.SA,BUY,24.33672332763672,2125,REBAL_ADD
2011-01-31,LIGT3.SA,BUY,18.41470718383789,2808,REBAL_ADD
2011-01-31,PSSA3.SA,BUY,6.574280261993408,7866,REBAL_ADD
2011-01-31,TGMA3.SA,BUY,11.776065826416016,4391,REBAL_ADD
2011-01-31,SLCE3.SA,BUY,2.344980478286743,22054,REBAL_ADD
2011-01-31,PLAS3.SA,BUY,163.3720245361328,316,REBAL_ADD
2011-01-31,ROMI3.SA,BUY,3.930630207061768,13157,REBAL_ADD
2011-01-31,PNVL3.SA,BUY,2.5012969970703125,20676,REBAL_ADD
2011-01-31,ALPA3.SA,BUY,5.858522891998291,8827,REBAL_ADD
2011-01-31,LPSB3.SA,BUY,15.604496002197266,3314,REBAL_ADD
2011-01-31,VLID3.SA,BUY,9.463628768920898,5464,REBAL_ADD
2011-02-01,ALPA3.SA,SELL,5.262819290161133,8827,STOP_LOSS
2011-02-03,SMTO3.SA,SELL,5.293321132659912,10372,TRAIL_STOP
2011-02-03,LPSB3.SA,SELL,14.307721138000488,3314,STOP_LOSS
2011-02-07,TGMA3.SA,SELL,10.81027603149414,4391,STOP_LOSS
2011-02-08,PNVL3.SA,SELL,2.268935441970825,20676,STOP_LOSS
2011-02-08,VLID3.SA,SELL,8.636360168457031,5464,STOP_LOSS
2011-02-09,BRAP3.SA,SELL,3.650916337966919,13027,STOP_LOSS
2011-02-09,ROMI3.SA,SELL,3.348313808441162,13157,TRAIL_STOP
2011-02-10,FLRY3.SA,SELL,6.2374186515808105,9153,TRAIL_STOP
2011-02-10,POMO3.SA,SELL,1.646656155586243,32202,TRAIL_STOP
2011-02-15,RDNI3.SA,SELL,11.62135887145996,4460,TRAIL_STOP
2011-02-17,LOGN3.SA,SELL,39.89998245239258,1283,TRAIL_STOP
2011-02-21,PLAS3.SA,SELL,144.5594940185547,316,TRAIL_STOP
2011-02-22,BRKM3.SA,SELL,9.24904441833496,6144,TRAIL_STOP
2011-02-25,TPIS3.SA,SELL,23.49064826965332,2023,STOP_LOSS
2011-02-28,BRAP3.SA,BUY,3.734006643295288,13306,REBAL_ADD
2011-02-28,ENEV3.SA,BUY,131.79843139648438,376,REBAL_ADD
